year,name,amount
2007,Державний науково-дослідний інститут хімічних продуктів,23500000.0
2008,Державний науково-дослідний інститут хімічних продуктів,27500000.0
2009,Державний науково-дослідний інститут хімічних продуктів,33500000.0
2010,Державний науково-дослідний інститут хімічних продуктів,29500000.0
2011,Державний науково-дослідний інститут хімічних продуктів,30500000.0
2012,Державний науково-дослідний інститут хімічних продуктів,30500000.0
2013,Державний науково-дослідний інститут хімічних продуктів,28500000.0
2014,Державний науково-дослідний інститут хімічних продуктів,30500000.0
2015,Державний науково-дослідний інститут хімічних продуктів,32500000.0
2016,Державний науково-дослідний інститут хімічних продуктів,36500000.0
2017,Державний науково-дослідний інститут хімічних продуктів,95500000.0
2018,Державний науково-дослідний інститут хімічних продуктів,90500000.0
2019,Державний науково-дослідний інститут хімічних продуктів,67500000.0
2020,Державний науково-дослідний інститут хімічних продуктів,113442000.0
2000,"Тернопільське державне науково-технічне підприємство ""Промінь""",58500000.0
2001,"Тернопільське державне науково-технічне підприємство ""Промінь""",64500000.0
2002,"Тернопільське державне науково-технічне підприємство ""Промінь""",61500000.0
2003,"Тернопільське державне науково-технічне підприємство ""Промінь""",66500000.0
2004,"Тернопільське державне науково-технічне підприємство ""Промінь""",59500000.0
2005,"Тернопільське державне науково-технічне підприємство ""Промінь""",55500000.0
2006,"Тернопільське державне науково-технічне підприємство ""Промінь""",52500000.0
2007,"Тернопільське державне науково-технічне підприємство ""Промінь""",35500000.0
2008,"Тернопільське державне науково-технічне підприємство ""Промінь""",34500000.0
2009,"Тернопільське державне науково-технічне підприємство ""Промінь""",34500000.0
2010,"Тернопільське державне науково-технічне підприємство ""Промінь""",36500000.0
2011,"Тернопільське державне науково-технічне підприємство ""Промінь""",34500000.0
2012,"Тернопільське державне науково-технічне підприємство ""Промінь""",32500000.0
2013,"Тернопільське державне науково-технічне підприємство ""Промінь""",28500000.0
2014,"Тернопільське державне науково-технічне підприємство ""Промінь""",27500000.0
2015,"Тернопільське державне науково-технічне підприємство ""Промінь""",26500000.0
2016,"Тернопільське державне науково-технічне підприємство ""Промінь""",27500000.0
2017,"Тернопільське державне науково-технічне підприємство ""Промінь""",23500000.0
2018,"Тернопільське державне науково-технічне підприємство ""Промінь""",24500000.0
2019,"Тернопільське державне науково-технічне підприємство ""Промінь""",27500000.0
2020,"Тернопільське державне науково-технічне підприємство ""Промінь""",27613000.0
2000,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",20500000.0
2001,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",13500000.0
2002,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",19500000.0
2003,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",17500000.0
2004,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",45500000.0
2005,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",49500000.0
2006,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",115000000.0
2007,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",95000000.0
2008,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",425000000.0
2009,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",435000000.0
2010,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",575000000.0
2011,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",475000000.0
2012,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",565000000.0
2013,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",615000000.0
2014,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",1150000000.0
2015,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",1850000000.0
2016,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",1050000000.0
2017,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",1450000000.0
2018,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",1250000000.0
2019,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",915000000.0
2020,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",1577507000.0
2013,"Державне підприємство ""Київський ремонтно- механічний завод""",385000000.0
2014,"Державне підприємство ""Київський ремонтно- механічний завод""",415000000.0
2015,"Державне підприємство ""Київський ремонтно- механічний завод""",915000000.0
2016,"Державне підприємство ""Київський ремонтно- механічний завод""",695000000.0
2017,"Державне підприємство ""Київський ремонтно- механічний завод""",775000000.0
2018,"Державне підприємство ""Київський ремонтно- механічний завод""",625000000.0
2019,"Державне підприємство ""Київський ремонтно- механічний завод""",795000000.0
2020,"Державне підприємство ""Київський ремонтно- механічний завод""",709433000.0
2000,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",94500000.0
2001,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",89500000.0
2002,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",88500000.0
2003,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",84500000.0
2004,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",83500000.0
2005,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",82500000.0
2006,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",83500000.0
2007,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",105000000.0
2008,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",115000000.0
2009,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",115000000.0
2010,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",115000000.0
2011,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",115000000.0
2012,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",115000000.0
2013,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",115000000.0
2014,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",135000000.0
2015,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",135000000.0
2016,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",135000000.0
2017,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",155000000.0
2018,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",165000000.0
2019,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",175000000.0
2020,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",199314000.0
2002,Державне підприємство “Антонов”,885000000.0
2003,Державне підприємство “Антонов”,1050000000.0
2004,Державне підприємство “Антонов”,125000000.0
2006,Державне підприємство “Антонов”,1350000000.0
2007,Державне підприємство “Антонов”,2050000000.0
2008,Державне підприємство “Антонов”,3750000000.0
2009,Державне підприємство “Антонов”,5950000000.0
2010,Державне підприємство “Антонов”,6150000000.0
2011,Державне підприємство “Антонов”,6350000000.0
2012,Державне підприємство “Антонов”,6650000000.0
2013,Державне підприємство “Антонов”,6350000000.0
2014,Державне підприємство “Антонов”,6050000000.0
2015,Державне підприємство “Антонов”,6550000000.0
2016,Державне підприємство “Антонов”,7450000000.0
2017,Державне підприємство “Антонов”,13550000000.0
2018,Державне підприємство “Антонов”,14950000000.0
2019,Державне підприємство “Антонов”,11950000000.0
2020,Державне підприємство “Антонов”,13792446000.0
2000,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",7350000.0
2001,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",5550000.0
2002,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",6550000.0
2003,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",6150000.0
2004,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",6450000.0
2005,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",9500000.0
2006,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",15500000.0
2007,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",35500000.0
2008,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",51500000.0
2009,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",52500000.0
2010,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",42500000.0
2011,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",70500000.0
2012,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",155000000.0
2013,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",105000000.0
2014,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",115000000.0
2015,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",145000000.0
2016,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",145000000.0
2017,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",175000000.0
2018,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",315000000.0
2019,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",255000000.0
2020,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",221332000.0
2000,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",6950000.0
2001,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",7350000.0
2002,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",7650000.0
2003,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",6850000.0
2004,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",6650000.0
2005,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",6650000.0
2006,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",7050000.0
2007,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",7150000.0
2008,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",7750000.0
2009,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",7150000.0
2010,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",7250000.0
2011,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",10500000.0
2012,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",9250000.0
2013,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",8950000.0
2014,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",6950000.0
2015,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",26500000.0
2016,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",6550000.0
2017,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",16500000.0
2018,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",9450000.0
2019,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",32500000.0
2020,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",46372000.0
2000,"Державне підприємство ""Красилівський агрегатний завод""",44500000.0
2001,"Державне підприємство ""Красилівський агрегатний завод""",33500000.0
2002,"Державне підприємство ""Красилівський агрегатний завод""",34500000.0
2003,"Державне підприємство ""Красилівський агрегатний завод""",33500000.0
2004,"Державне підприємство ""Красилівський агрегатний завод""",34500000.0
2005,"Державне підприємство ""Красилівський агрегатний завод""",35500000.0
2006,"Державне підприємство ""Красилівський агрегатний завод""",39500000.0
2007,"Державне підприємство ""Красилівський агрегатний завод""",46500000.0
2008,"Державне підприємство ""Красилівський агрегатний завод""",47500000.0
2009,"Державне підприємство ""Красилівський агрегатний завод""",54500000.0
2010,"Державне підприємство ""Красилівський агрегатний завод""",55500000.0
2011,"Державне підприємство ""Красилівський агрегатний завод""",67500000.0
2012,"Державне підприємство ""Красилівський агрегатний завод""",55500000.0
2013,"Державне підприємство ""Красилівський агрегатний завод""",59500000.0
2014,"Державне підприємство ""Красилівський агрегатний завод""",155000000.0
2015,"Державне підприємство ""Красилівський агрегатний завод""",225000000.0
2016,"Державне підприємство ""Красилівський агрегатний завод""",275000000.0
2017,"Державне підприємство ""Красилівський агрегатний завод""",265000000.0
2018,"Державне підприємство ""Красилівський агрегатний завод""",265000000.0
2019,"Державне підприємство ""Красилівський агрегатний завод""",285000000.0
2020,"Державне підприємство ""Красилівський агрегатний завод""",319485000.0
2000,"Державне виробничо-технічне підприємство ""Граніт""",7350000.0
2001,"Державне виробничо-технічне підприємство ""Граніт""",7250000.0
2002,"Державне виробничо-технічне підприємство ""Граніт""",10500000.0
2003,"Державне виробничо-технічне підприємство ""Граніт""",10500000.0
2004,"Державне виробничо-технічне підприємство ""Граніт""",10500000.0
2005,"Державне виробничо-технічне підприємство ""Граніт""",9500000.0
2006,"Державне виробничо-технічне підприємство ""Граніт""",14500000.0
2007,"Державне виробничо-технічне підприємство ""Граніт""",14500000.0
2008,"Державне виробничо-технічне підприємство ""Граніт""",13500000.0
2009,"Державне виробничо-технічне підприємство ""Граніт""",10500000.0
2010,"Державне виробничо-технічне підприємство ""Граніт""",14500000.0
2011,"Державне виробничо-технічне підприємство ""Граніт""",15500000.0
2012,"Державне виробничо-технічне підприємство ""Граніт""",16500000.0
2013,"Державне виробничо-технічне підприємство ""Граніт""",11500000.0
2014,"Державне виробничо-технічне підприємство ""Граніт""",12500000.0
2015,"Державне виробничо-технічне підприємство ""Граніт""",13500000.0
2016,"Державне виробничо-технічне підприємство ""Граніт""",16500000.0
2017,"Державне виробничо-технічне підприємство ""Граніт""",31500000.0
2018,"Державне виробничо-технічне підприємство ""Граніт""",30500000.0
2019,"Державне виробничо-технічне підприємство ""Граніт""",15500000.0
2020,"Державне виробничо-технічне підприємство ""Граніт""",26153000.0
2000,"Державне підприємство ""Тячівський завод ""Зеніт""",5250000.0
2001,"Державне підприємство ""Тячівський завод ""Зеніт""",5250000.0
2002,"Державне підприємство ""Тячівський завод ""Зеніт""",5150000.0
2003,"Державне підприємство ""Тячівський завод ""Зеніт""",5050000.0
2004,"Державне підприємство ""Тячівський завод ""Зеніт""",4350000.0
2005,"Державне підприємство ""Тячівський завод ""Зеніт""",3550000.0
2006,"Державне підприємство ""Тячівський завод ""Зеніт""",3650000.0
2007,"Державне підприємство ""Тячівський завод ""Зеніт""",3550000.0
2008,"Державне підприємство ""Тячівський завод ""Зеніт""",3550000.0
2009,"Державне підприємство ""Тячівський завод ""Зеніт""",3450000.0
2010,"Державне підприємство ""Тячівський завод ""Зеніт""",3450000.0
2014,"Державне підприємство ""Тячівський завод ""Зеніт""",925000.0
2015,"Державне підприємство ""Тячівський завод ""Зеніт""",735000.0
2016,"Державне підприємство ""Тячівський завод ""Зеніт""",675000.0
2017,"Державне підприємство ""Тячівський завод ""Зеніт""",645000.0
2018,"Державне підприємство ""Тячівський завод ""Зеніт""",605000.0
2019,"Державне підприємство ""Тячівський завод ""Зеніт""",605000.0
2000,"Казенне підприємство ""Радіовимірювач""",50500000.0
2001,"Казенне підприємство ""Радіовимірювач""",51500000.0
2002,"Казенне підприємство ""Радіовимірювач""",52500000.0
2003,"Казенне підприємство ""Радіовимірювач""",53500000.0
2004,"Казенне підприємство ""Радіовимірювач""",55500000.0
2005,"Казенне підприємство ""Радіовимірювач""",56500000.0
2006,"Казенне підприємство ""Радіовимірювач""",59500000.0
2007,"Казенне підприємство ""Радіовимірювач""",61500000.0
2008,"Казенне підприємство ""Радіовимірювач""",62500000.0
2009,"Казенне підприємство ""Радіовимірювач""",64500000.0
2010,"Казенне підприємство ""Радіовимірювач""",64500000.0
2011,"Казенне підприємство ""Радіовимірювач""",66500000.0
2012,"Казенне підприємство ""Радіовимірювач""",66500000.0
2013,"Казенне підприємство ""Радіовимірювач""",67500000.0
2014,"Казенне підприємство ""Радіовимірювач""",66500000.0
2015,"Казенне підприємство ""Радіовимірювач""",67500000.0
2016,"Казенне підприємство ""Радіовимірювач""",69500000.0
2017,"Казенне підприємство ""Радіовимірювач""",67500000.0
2018,"Казенне підприємство ""Радіовимірювач""",90500000.0
2019,"Казенне підприємство ""Радіовимірювач""",68500000.0
2020,"Казенне підприємство ""Радіовимірювач""",96300000.0
2000,"Державне підприємство ""Науково-дослідний інститут ""Квант""",745000000.0
2001,"Державне підприємство ""Науково-дослідний інститут ""Квант""",845000000.0
2005,"Державне підприємство ""Науково-дослідний інститут ""Квант""",1150000000.0
2007,"Державне підприємство ""Науково-дослідний інститут ""Квант""",215000000.0
2009,"Державне підприємство ""Науково-дослідний інститут ""Квант""",225000000.0
2010,"Державне підприємство ""Науково-дослідний інститут ""Квант""",175000000.0
2011,"Державне підприємство ""Науково-дослідний інститут ""Квант""",165000000.0
2012,"Державне підприємство ""Науково-дослідний інститут ""Квант""",175000000.0
2013,"Державне підприємство ""Науково-дослідний інститут ""Квант""",185000000.0
2014,"Державне підприємство ""Науково-дослідний інститут ""Квант""",175000000.0
2015,"Державне підприємство ""Науково-дослідний інститут ""Квант""",195000000.0
2016,"Державне підприємство ""Науково-дослідний інститут ""Квант""",185000000.0
2017,"Державне підприємство ""Науково-дослідний інститут ""Квант""",185000000.0
2018,"Державне підприємство ""Науково-дослідний інститут ""Квант""",315000000.0
2019,"Державне підприємство ""Науково-дослідний інститут ""Квант""",315000000.0
2020,"Державне підприємство ""Науково-дослідний інститут ""Квант""",378816000.0
2000,"Рубіжнянський казенний хімічний завод ""Зоря""",265000000.0
2001,"Рубіжнянський казенний хімічний завод ""Зоря""",255000000.0
2002,"Рубіжнянський казенний хімічний завод ""Зоря""",235000000.0
2003,"Рубіжнянський казенний хімічний завод ""Зоря""",235000000.0
2004,"Рубіжнянський казенний хімічний завод ""Зоря""",235000000.0
2005,"Рубіжнянський казенний хімічний завод ""Зоря""",225000000.0
2006,"Рубіжнянський казенний хімічний завод ""Зоря""",215000000.0
2007,"Рубіжнянський казенний хімічний завод ""Зоря""",58500000.0
2008,"Рубіжнянський казенний хімічний завод ""Зоря""",41500000.0
2009,"Рубіжнянський казенний хімічний завод ""Зоря""",34500000.0
2010,"Рубіжнянський казенний хімічний завод ""Зоря""",35500000.0
2011,"Рубіжнянський казенний хімічний завод ""Зоря""",36500000.0
2012,"Рубіжнянський казенний хімічний завод ""Зоря""",115000000.0
2013,"Рубіжнянський казенний хімічний завод ""Зоря""",115000000.0
2014,"Рубіжнянський казенний хімічний завод ""Зоря""",115000000.0
2015,"Рубіжнянський казенний хімічний завод ""Зоря""",105000000.0
2016,"Рубіжнянський казенний хімічний завод ""Зоря""",105000000.0
2017,"Рубіжнянський казенний хімічний завод ""Зоря""",105000000.0
2018,"Рубіжнянський казенний хімічний завод ""Зоря""",105000000.0
2019,"Рубіжнянський казенний хімічний завод ""Зоря""",105000000.0
2020,"Рубіжнянський казенний хімічний завод ""Зоря""",95773000.0
2000,"Державне підприємство ""Центральне конструкторське бюро ""Чорноморець""",2850000.0
2001,"Державне підприємство ""Центральне конструкторське бюро ""Чорноморець""",9550000.0
2002,"Державне підприємство ""Центральне конструкторське бюро ""Чорноморець""",17500000.0
2003,"Державне підприємство ""Центральне конструкторське бюро ""Чорноморець""",23500000.0
2004,"Державне підприємство ""Центральне конструкторське бюро ""Чорноморець""",21500000.0
2005,"Державне підприємство ""Центральне конструкторське бюро ""Чорноморець""",26500000.0
2006,"Державне підприємство ""Центральне конструкторське бюро ""Чорноморець""",6850000.0
2007,"Державне підприємство ""Центральне конструкторське бюро ""Чорноморець""",10500000.0
2008,"Державне підприємство ""Центральне конструкторське бюро ""Чорноморець""",15500000.0
2009,"Державне підприємство ""Центральне конструкторське бюро ""Чорноморець""",11500000.0
2010,"Державне підприємство ""Центральне конструкторське бюро ""Чорноморець""",12500000.0
2011,"Державне підприємство ""Центральне конструкторське бюро ""Чорноморець""",14500000.0
2012,"Державне підприємство ""Центральне конструкторське бюро ""Чорноморець""",10500000.0
2013,"Державне підприємство ""Центральне конструкторське бюро ""Чорноморець""",8750000.0
2000,Державне підприємство Український радіотехнічний інститут,15500000.0
2001,Державне підприємство Український радіотехнічний інститут,12500000.0
2002,Державне підприємство Український радіотехнічний інститут,11500000.0
2003,Державне підприємство Український радіотехнічний інститут,11500000.0
2004,Державне підприємство Український радіотехнічний інститут,8850000.0
2005,Державне підприємство Український радіотехнічний інститут,8650000.0
2006,Державне підприємство Український радіотехнічний інститут,8450000.0
2007,Державне підприємство Український радіотехнічний інститут,7950000.0
2008,Державне підприємство Український радіотехнічний інститут,8250000.0
2009,Державне підприємство Український радіотехнічний інститут,8250000.0
2010,Державне підприємство Український радіотехнічний інститут,6750000.0
2011,Державне підприємство Український радіотехнічний інститут,8750000.0
2014,Державне підприємство Український радіотехнічний інститут,9850000.0
2015,Державне підприємство Український радіотехнічний інститут,9750000.0
2016,Державне підприємство Український радіотехнічний інститут,8650000.0
2017,Державне підприємство Український радіотехнічний інститут,8550000.0
2018,Державне підприємство Український радіотехнічний інститут,8550000.0
2019,Державне підприємство Український радіотехнічний інститут,8550000.0
2020,Державне підприємство Український радіотехнічний інститут,8536000.0
2000,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",28500000.0
2001,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",35500000.0
2002,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",49500000.0
2003,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",57500000.0
2004,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",50500000.0
2005,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",37500000.0
2006,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",36500000.0
2007,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",82500000.0
2008,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",105000000.0
2009,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",125000000.0
2010,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",155000000.0
2011,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",215000000.0
2012,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",205000000.0
2013,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",225000000.0
2014,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",305000000.0
2015,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",515000000.0
2016,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",735000000.0
2017,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",1750000000.0
2018,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",3450000000.0
2019,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",3850000000.0
2020,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",4713711000.0
2000,Харківське державне авіаційне орденів Жовтневої революції та Трудового Червоного прапору виробниче підприємство,515000000.0
2001,Харківське державне авіаційне орденів Жовтневої революції та Трудового Червоного прапору виробниче підприємство,525000000.0
2002,Харківське державне авіаційне орденів Жовтневої революції та Трудового Червоного прапору виробниче підприємство,605000000.0
2003,Харківське державне авіаційне орденів Жовтневої революції та Трудового Червоного прапору виробниче підприємство,785000000.0
2004,Харківське державне авіаційне орденів Жовтневої революції та Трудового Червоного прапору виробниче підприємство,1050000000.0
2005,Харківське державне авіаційне орденів Жовтневої революції та Трудового Червоного прапору виробниче підприємство,1250000000.0
2006,Харківське державне авіаційне орденів Жовтневої революції та Трудового Червоного прапору виробниче підприємство,1950000000.0
2007,Харківське державне авіаційне орденів Жовтневої революції та Трудового Червоного прапору виробниче підприємство,2050000000.0
2008,Харківське державне авіаційне орденів Жовтневої революції та Трудового Червоного прапору виробниче підприємство,2250000000.0
2009,Харківське державне авіаційне орденів Жовтневої революції та Трудового Червоного прапору виробниче підприємство,2250000000.0
2012,Харківське державне авіаційне орденів Жовтневої революції та Трудового Червоного прапору виробниче підприємство,2350000000.0
2013,Харківське державне авіаційне орденів Жовтневої революції та Трудового Червоного прапору виробниче підприємство,2350000000.0
2014,Харківське державне авіаційне орденів Жовтневої революції та Трудового Червоного прапору виробниче підприємство,2350000000.0
2015,Харківське державне авіаційне орденів Жовтневої революції та Трудового Червоного прапору виробниче підприємство,2350000000.0
2000,"Державне підприємство ""Конструкторське бюро радіозв'язку""",14500000.0
2001,"Державне підприємство ""Конструкторське бюро радіозв'язку""",13500000.0
2002,"Державне підприємство ""Конструкторське бюро радіозв'язку""",14500000.0
2003,"Державне підприємство ""Конструкторське бюро радіозв'язку""",14500000.0
2004,"Державне підприємство ""Конструкторське бюро радіозв'язку""",14500000.0
2005,"Державне підприємство ""Конструкторське бюро радіозв'язку""",15500000.0
2006,"Державне підприємство ""Конструкторське бюро радіозв'язку""",9500000.0
2007,"Державне підприємство ""Конструкторське бюро радіозв'язку""",12500000.0
2008,"Державне підприємство ""Конструкторське бюро радіозв'язку""",16500000.0
2009,"Державне підприємство ""Конструкторське бюро радіозв'язку""",16500000.0
2010,"Державне підприємство ""Конструкторське бюро радіозв'язку""",16500000.0
2011,"Державне підприємство ""Конструкторське бюро радіозв'язку""",24500000.0
2000,"Центральне казенне конструкторське бюро ""Протон""",15500000.0
2001,"Центральне казенне конструкторське бюро ""Протон""",13500000.0
2002,"Центральне казенне конструкторське бюро ""Протон""",13500000.0
2003,"Центральне казенне конструкторське бюро ""Протон""",13500000.0
2004,"Центральне казенне конструкторське бюро ""Протон""",12500000.0
